Topic,Count,Name,Representation,Representative_Docs
207,19,207_thai_thailand_nationals_thais,"['thai', 'thailand', 'nationals', 'thais', 'released', 'freed', 'hostages', '12', 'release', '10']","['Why Hamas releases Thai hostages before others', 'At least 10 Thai hostages released by Hamas', 'Thai PM says 12 Thai hostages released by Hamas']"
208,18,208_pinoys_exit_pinoy_repatriation,"['pinoys', 'exit', 'pinoy', 'repatriation', 'dfa', 'strip', 'nurse', 'ˇevacuate', 'prc', 'spouses']","['2 Pinoys killed in Hamas raids - DFA', 'Pinoys trapped in Gaza', '2 Pinoy doctors exit Gaza Strip; 136 Pinoys remain']"
209,18,209_beheaded_babies_unverified_claim,"['beheaded', 'babies', 'unverified', 'claim', 'journo', 'beheading', 'cnn', 'anchor', 'baby', 'apologizes']","[""Israel-Hamas war: How the unverified claim about beheaded babies spread - `Same misinformation, different war'Yahoo News Canada"", ""Israel-Hamas war: How the unverified claim about beheaded babies spread - `Same misinformation, different war'"", 'The Beheaded Babies Who Survived The Hamas Attack']"
210,18,210_egyptian_tourist_tourists_policeman,"['egyptian', 'tourist', 'tourists', 'policeman', 'site', 'alexandria', 'officer', 'ancient', 'roman', 'israelis']","['Policeman in Egypt kills 2 Israelis and 1 Egyptian at tourist site ', 'Policeman in Egypt kills 2 Israelis and 1 Egyptian at tourist site', ' Policeman kills two Israelis, one Egyptian at Alexandria tourist site']"
211,18,211_pacific_morgan_ben_update,"['pacific', 'morgan', 'ben', 'update', 'explanation', 'simple', 'developments', 'political', 'week', '8211']","[""Ben Morgan's Pacific Update A simple explanation of this week's military and political developments in the Pacific"", ""Ben Morgan's Pacific Update A simple explanation of this week's military and political developments in the Pacific"", ""Ben Morgan's Pacific Update A simple explanation of this week's military and political developments in the Pacific""]"
212,18,212_sale_administration_congress_bypasses,"['sale', 'administration', 'congress', 'bypasses', 'weapons', 'arms', 'emergency', '1bn', 'sidesteps', 'admin']","['Biden administration sidesteps Congress again for emergency arms sale to Israel', 'Biden administration again bypasses Congress on emergency weapons sale to Israel', 'The Biden administration once more bypasses Congress on an emergency weapons sale to Israel']"
213,18,213_soldier_brit_manchester_murdered,"['soldier', 'brit', 'manchester', 'murdered', 'fan', 'confirmed', 'hero', 'tragic', 'sick', 'propaganda']","['Heartbreak as Brit soldier in Israeli army killed in Hamas attack', 'TRAGIC END Israeli soldier, 19, held by Hamas is confirmed dead after sick propaganda video', 'TRAGIC END Israeli soldier, 19, held by Hamas is confirmed dead after sick propaganda video']"
214,18,214_rescue_unquestioned_forgotten_hostages,"['rescue', 'unquestioned', 'forgotten', 'hostages', 'buoyed', 'heaving', 'forgetting', 'debra', 'rations', 'reminders']","[""RESCUE THEM I'm a hostage negotiator - saving Israel captives couldn't have higher stakes"", 'Will and grace: Debra Messing seen hanging up signs for Israeli hostages in Times Square', 'Opinion: The rescue of Israeli hostages is unquestioned good. The loss of Palestinian life should be unquestioned tragedy']"
215,17,215_fbi_director_threats_inspired,"['fbi', 'director', 'threats', 'inspired', 'wray', 'elevated', 'christopher', 'potential', 'rising', 'domestic']","['Threats in U.S. rising after Hamas attack on Israel, says FBI Director Christopher Wray', 'The FBI director warns about threats to Americans by those inspired by the Hamas attack on Israel', 'Threats in U.S. rising after Hamas attack on Israel, says FBI director']"
216,17,216_posts_ghazi_mainz_el,"['posts', 'ghazi', 'mainz', 'el', 'bayern', 'mazraoui', 'suspended', 'social', 'post', 'anwar']","['Mainz Suspends El Ghazi Over Controversial Social Media Post', 'Mainz Terminates Contract With Anwar El Ghazi Over Pro-Palestine Posts On Social Media', 'Mainz suspend Anwar El Ghazi over pro-Palestine social media post']"
217,17,217_sheldon_young_jim_parsons,"['sheldon', 'young', 'jim', 'parsons', 'finale', 'bang', 'theory', 'bialik', 'mayim', 'big']","[""`Young Sheldon' Enlists `Big Bang Theory' Stars Jim Parsons and Mayim Bialik for Series Finale Cameo"", 'Jim Parsons on Reprising His `Big Bang Theory\' Role for `Young Sheldon\' Series Finale: ""It Was Beautiful""', 'Big Bang Theory Alums Jim Parsons and Mayim Bialik to Reunite as Sheldon and Amy for ""Young Sheldon ""Series Finale']"
218,17,218_wages_devastation_depress_severely,"['wages', 'devastation', 'depress', 'severely', 'unimaginable', 'haven', 'younis', 'imf', 'economy', 'khan']","['Devastation in Gaza as Israel wages war on Hamas', 'Devastation in Gaza as Israel wages war on Hamas', 'Devastation in Gaza as Israel wages war on Hamas']"
219,17,219_settlers_sanctions_bank_west,"['settlers', 'sanctions', 'bank', 'west', 'accused', 'attacking', 'extremist', 'settler', 'violence', 'solace']","[""Canada sanctions four Israeli `extremist settlers' accused of attacking Palestinians"", 'Biden Sanctions Four Israeli Settlers Accused Of Attacking Palestinians In The West Bank', 'Biden orders sanctions on Israeli settlers in West Bank']"
220,17,220_airstrikes_dozens_kill_militants,"['airstrikes', 'dozens', 'kill', 'militants', '24', 'surrendered', 'newsat', 'agoassociated', 'healt', 'gaza9h']","['Israeli airstrikes kill at least 24 in Gaza City', 'Palestinian media reports dozens killed in Israel airstrikes', ' Israel kills dozens in airstrikes across Gaza Strip ']"
221,17,221_judicial_overhaul_supreme_court,"['judicial', 'overhaul', 'supreme', 'court', 'component', 'overturns', 'reform', 'struck', 'blow', 'netanyahu']","['Israel on edge ahead of Supreme Court session on judicial overhaul', 'Israeli Supreme Court hands Netanyahu a loss on judicial overhaul as Hamas war rages', ""What we know about Israel's Supreme Court ruling on Netanyahu's judicial overhaul""]"
222,17,222_mcdonald_buy_franchise_boycott,"['mcdonald', 'buy', 'franchise', 'boycott', 'restaurants', 'boycotts', 'sues', 'malaysia', '225', 'buys']","['McDonald&#8217;s to buy back all its Israeli restaurants', ""McDonald's to buy Israeli franchise from Alonyal"", 'McDonald&#x27;s will buy all 225 restaurants from Israel franchise following pro-Palestinian boycott']"
223,16,223_withdraws_troops_southern_pulls,"['withdraws', 'troops', 'southern', 'pulls', 'ground', 'months', 'marknews', 'tavor', 'withdrew', 'rifles']","['Israel-Gaza live updates: Israel withdraws ground troops from southern Gaza, IDF says', 'Israel withdraws almost all troops from southern Gaza ', 'Israeli military withdraws most ground troops from southern Gaza']"
224,16,224_membership_vetoes_bid_veto,"['membership', 'vetoes', 'bid', 'veto', 'widely', 'supported', 'backing', 'sinks', 'stateapr', 'resolution']","[""U.S vetoes Palestine's request for full UN membership"", 'US vetoes Palestinian bid for full membership at UN', "" US vetoes Palestine's bid for full UN membership ""]"
225,16,225_hormuz_strait_seizes_ship,"['hormuz', 'strait', 'seizes', 'ship', 'seize', 'cargo', 'linked', 'seals', 'iranian', 'tensions']","[' Iran seizes Israeli-linked ship with 25 crew near Strait of Hormuz ', ""Iran's Revolutionary Guards seize Israel-linked cargo ship in Strait of Hormuz amid tensions: Report "", 'Iran seizes cargo ship in Strait of Hormuz, Israel goes on high alert ']"
226,15,226_shipment_paused_bomb_shipments,"['shipment', 'paused', 'bomb', 'shipments', 'bombs', 'concerns', 'confirms', 'pausing', 'rafah', 'delivery']","['U.S. paused shipment of thousands of bombs to Israel amid Rafah rift', 'Pentagon chief confirms US paused bomb shipment to Israel over Rafah concerns', 'Pentagon chief confirms US paused bomb shipment to Israel over Rafah concerns']"
227,15,227_militant_group_worldwhat_islamist,"['militant', 'group', 'worldwhat', 'islamist', 'created', 'history', 'attacked', 'success', 'anc', 'religious']","['What is Hamas? What you need to know about the militant group that rules the Gaza Strip', ""What Is Hamas? A Brief History Of The Palestinian Militant Group Israel Is `At War' With"", 'A short history of Hamas, the Palestinian militant group that has attacked Israel']"
228,15,228_vote_council_delayed_security,"['vote', 'council', 'delayed', 'security', 'delays', 'resolution', 'avoid', 'veto', 'unsc', 'wording']","['UN Security Council again delays vote on Gaza', ' UN Security Council vote on Gaza resolution delayed again ', 'UN Security Council Due to Vote on Delayed Gaza Resolution']"
229,15,229_expanding_ground_expanded_operations,"['expanding', 'ground', 'expanded', 'operations', 'expands', 'operation', 'misery', 'district', 'activity', 'urban']","[' Israel says expanding ground operations in Gaza after heavy air strikes ', 'Israel says it is expanding ground operations in Gaza as war with Hamas rages', 'Israel says it is expanding ground operations in Gaza']"
230,15,230_embassy_gunman_lebanon_shooting,"['embassy', 'gunman', 'lebanon', 'shooting', 'wearing', 'beirut', 'near', 'arrested', 'fired', 'isis']","['Conflict and WarShots fired near US embassy in Lebanon, no injuriesShots have been fired near the United States embassy in Lebanon, with an embassy spokesman confirming the facility is safe.Staff Wr', 'Gunman opens fire at U.S. Embassy in Lebanon and is shot by army', 'Gunman attacks U.S. Embassy in Lebanon ']"
231,15,231_nushrratt_bharuccha_safely_returns,"['nushrratt', 'bharuccha', 'safely', 'returns', 'mumbai', 'stranded', 'mujhe', 'producer', 'gets', 'reaches']","['Nushrratt Bharuccha returns to Mumbai after being stranded in Israel. Watch video', 'Nushrratt Bharuccha reaches India from Israel after Hamas attack', ' Nushrratt Bharuccha safely returns to India from Israel ']"
232,15,232_missiles_hit_ton_airbase,"['missiles', 'hit', 'ton', 'airbase', 'supersonic', 'missile', 'half', 'rampage', 'report', 'nuclear']","['Israeli missiles hit site in Iran, says media report', ""Israel hit Iran with a half-ton supersonic 'Rampage' missile, report says"", ""Israel hit Iran with a half-ton supersonic 'Rampage' missile, report says""]"
233,15,233_missing_woman_rave_irish,"['missing', 'woman', 'rave', 'irish', '22', 'mum', 'desert', 'gabay', 'damti', 'plea']","[""'LOOKING FOR HER'Irish woman, 22, missing after Hamas attack on Israel desert rave made panicked call to mum as family issue plea'LOOKING FOR HER'Irish woman, 22, missing after Hamas attack on Israe"", 'Irish-Israeli woman among the missing after Hamas attacks in Israel', 'Irish-Israeli woman missing after Hamas attack']"
234,15,234_tanks_centre_rafah_advance,"['tanks', 'centre', 'rafah', 'advance', 'reach', 'push', 'crushes', 'mawasi', 'warisraeli', 'batters']","['Israeli tanks advance into Rafah&#x27;s centre despite global outcry', 'Israeli tanks reach centre of Rafah for first time', 'Tanks reach Rafah&#8217;s centre as Israel presses assault']"
235,14,235_desantis_refugees_antisemitic_accept,"['desantis', 'refugees', 'antisemitic', 'accept', 'accepting', 'destructive', 'aoc', 'shouldn', 'parishioners', 'dangerous']","['DeSantis says US should not accept refugees from Gaza', 'DeSantis says U.S. should not accept refugees from Gaza', ""DeSantis says US should not accept Gaza refugees: 'They're all antisemitic'""]"
236,14,236_putin_russia_discredit_russians,"['putin', 'russia', 'discredit', 'russians', 'trophy', 'benefits', 'vladimir', 'minds', 'ukraine', 'confident']","[""Putin `supplying Hamas with NATO weapons captured in Ukraine', Ukraine claims"", 'What Putin Gains from Israel-Hamas War & Who is Russia Supporting in the Conflict | EXPLAINED', ""Russia's support to Hamas""]"
237,14,237_airspace_reopens_airlines_divert,"['airspace', 'reopens', 'airlines', 'divert', 'flights', 'cancel', 'scrap', 'troubles', 'routed', 'frenzy']","['Israel reopens airspace after attack by Iran', 'Israel reopens airspace as airlines cancel flights due to Iran attacks', 'Israel reopens airspace as airlines cancel flights due to Iran attacks']"
238,14,238_visa_allow_waiver_enter,"['visa', 'allow', 'waiver', 'enter', 'citizens', 'free', 'exemptions', 'abscondment', 'fabrication', 'fcta']","['Biden Administration is Poised to Allow Israeli Citizens to Travel to US Without Visa', 'U.S. Will Allow Israeli Citizens To Enter The Country Visa-free Starting In November', ' US to let Israeli citizens enter visa-free for three months']"
239,14,239_sanctions_treasury_imposes_round,"['sanctions', 'treasury', 'imposes', 'round', 'transfers', 'members', 'impose', 'financial', 'uk', 'middlemen']","['US, UK impose new round of sanctions on Hamas following attack', 'U.S. Treasury Imposes Sanctions Against Hamas Members And Facilitators', 'Treasury hits Hamas, Iran with sanctions ']"
240,14,240_seawater_flush_tunnels_flood,"['seawater', 'flush', 'tunnels', 'flood', 'pumping', 'sewage', 'drive', 'tactic', 'rotten', 'wsj']","['Israel planning to flood Gaza tunnels with seawater - Report', ""PLAN TO 'FLUSH OUT' HAMAS: Israel 'preparing to flood Hamas tunnels with seawater' to drive fighters outIsrael-Hamas war"", 'RISING TIDE Israel &#x27;begins pumping seawater to flood Hamas tunnels & flush out terrorists&#x27;']"
241,14,241_nigeria_nigerian_fg_nidcom,"['nigeria', 'nigerian', 'fg', 'nidcom', 'economyˇ', 'distress', 'unjustified', 'biafra', 'cufi', 'hama']","['Nigeria, others evacuate citizens as Israel-Hamas war rages', 'Israel-Hamas War: Nigeria calls for humanitarian truce', ' Nigeria calls for humanitarian ceasefire in Israel-Hamas war ']"
242,14,242_assad_xi_partnership_china,"['assad', 'xi', 'partnership', 'china', 'syria', 'strategic', 'announce', 'bashar', 'upgrades', 'greet']","[""China's Xi meets Syria's Assad, declares new `strategic partnership'"", 'Xi, Assad announce China-Syria strategic partnership', 'China, Syria announce &#x27;partnership&#x27; after Assad-Xi talks']"
243,14,243_speaker_house_republicans_gop,"['speaker', 'house', 'republicans', 'gop', 'race', 'republican', 'paralyzing', 'irresponsibility', 'vacant', 'vacancy']","['Israel-Hamas war puts pressure on Republicans to select House speaker', 'Can the House take any action on Israel without a permanent speaker?', 'Top House Republican calls for action on Israel - with or without a speaker']"
244,13,244_qatar_truce_mediator_doha,"['qatar', 'truce', 'mediator', 'doha', 'extended', 'ue', 'tive', 'restarting', 'neg', 'sponse']","['Israel-Hamas truce in Gaza extended by two more days, announces Qatar', 'Israel-Hamas truce in Gaza extended by two days: mediator Qatar', 'Israel-Hamas Truce In Gaza Extended By 2 Days: Mediator Qatar']"
245,13,245_bunkers_irish_soldiers_lebanon,"['bunkers', 'irish', 'soldiers', 'lebanon', 'shelter', 'troop', 'torn', 'martin', 'cover', 'troops']","['SHELTER MOVE Irish soldiers take cover in bunkers amid &#x27;sporadic&#x27; Israeli force exchanges', 'Irish troops take cover in bomb-proof bunkers amid Israel attacks in southern Lebanon', 'TROOP FEARS Martin makes Iran plea on Israel Hamas war as Irish troops forced into bunkers']"
246,13,246_eid_fitr_celebration_ruins,"['eid', 'fitr', 'celebration', 'ruins', 'festivals', 'ul', 'shouldering', 'gazans', 'mark', 'destruction']","['Eid marked with war and hunger for Palestinians in Gaza', 'Johnson renews call for Gaza cease-fire at Eid celebration', ""For Gaza's children, Eid will be amid death and destruction""]"
247,12,247_summit_cairo_peace_ramaphosa,"['summit', 'cairo', 'peace', 'ramaphosa', 'attend', 'cleverly', 'expressed', 'grapples', 'consensus', 'foster']","['Ramaphosa to attend Cairo summit on Israel-Hamas war', 'Ramaphosa to attend Cairo Peace Summit to discuss Israel-Gaza conflict', ' Cairo Peace Summit ']"
248,12,248_australia_migrants_detention_indefinite,"['australia', 'migrants', 'detention', 'indefinite', 'asylum', 'laws', '168', 'worsened', 'convicted', '875']","['The Politics Of Indefinite Detention In Australia', 'How a legal loophole clogged courts and almost broke Australia&#x27;s asylum seeker systemLost hope and lives on hold -ˇa flaw in Australia&#x27;s asylum system allowed &quot;bad actors&quot; to exp', 'Australia commits another $168 million to monitoring migrants freed from indefinite detention']"
249,12,249_hezbollah_group_involved_ideology,"['hezbollah', 'group', 'involved', 'ideology', 'gazaafter', 'teh', 'hesitates', 'exclusiveaccording', 'hesitation', 'fro']","['Nasrallah came short of saying Hezbollah would get involved in Hamas\' fight in Gaza, claiming it is ""already doing its part"" by drawing Israeli forces north to the border with Lebanon - and away fro', '#x27;Inspired&#x27; by Israel-Hamas Conflict, LeT And JeM Have Ramped Up Activities at LoC: Sources | ExclusiveAccording to intelligence agencies, to prove themselves equal to Hamas, Hezbollah, Teh', 'Hezbollah hesitates as Israel strikes GazaAfter years of spoiling for a fight with Israel, the group is torn between maintaining its credibility as a defender of the Palestinians and its hesitation ']"
250,12,250_zamfara_lawal_governor_gov,"['zamfara', 'lawal', 'governor', 'gov', 'insecurity', 'cso', 'anniversary', 'guards', 'echono', 'reassures']","['Insecurity: Gov. Lawal reassures troops of maximum support in Zamfara', ' Governor Lawal promises support for families of fallen Zamfara Guards ', 'Insecurity in Zamfara can be resolved in two weeks if . &#8211; Governor Lawal']"
251,12,251_fighting_shujaiya_fierce_fourth,"['fighting', 'shujaiya', 'fierce', 'fourth', 'displaced', 'rages', 'rimal', 'beating', 'reoccurring', 'upscale']","['Fierce fighting rages in northern Gaza', 'Fighting rages in Gaza City&#8217;s Shujaiya for fourth day', 'Fierce fighting continues in Gaza city&#039;s Shujaiya for fourth day']"
252,12,252_beirut_ofws_lebanon_flux,"['beirut', 'ofws', 'lebanon', 'flux', 'tern', 'intrigue', 'underside', 'lyrical', 'helpdesk', 'beleaguered']","['Lebanon marks 3 years since catastrophic Beirut blast', 'On 3rd anniversary, Beirut port blast probe blocked by intrigue and even the death toll is disputed', ""`In the Shadow of Beirut' Review: Lyrical Snapshots From a Beleaguered City's Underside""]"
253,12,253_kamala_harris_immediate_immense,"['kamala', 'harris', 'immediate', 'immense', 'suffering', 'waver', 'scale', 'quell', 'watered', 'agree']","['Kamala Harris Calls On Hamas To Agree To Immediate 6-Week Cease-Fire', ""Kamala Harris Calls for `Immediate Cease-Fire' in Gaza"", ""Kamala Harris says there must be an `immediate ceasefire' in Gaza""]"
254,11,254_turkey_trade_restrictions_imposes,"['turkey', 'trade', 'restrictions', 'imposes', 'tat', 'tit', 'export', 'deteriorate', 'engage', 'relations']","['Turkey and Israel engage in trade tit-for-tat as relations deteriorate further', 'Turkey and Israel engage in trade tit-for-tat as relations deteriorate further', 'Turkey imposes trade restrictions on Israel over Gaza war']"
255,11,255_wall_building_egypt_border,"['wall', 'building', 'egypt', 'border', 'sinai', 'satellite', 'images', 'near', 'enclosure', 'leveling']","['Egypt is building a wall and is leveling land near its border with the Gaza Strip ahead of aˇplanned Israeli offensive targeting the border city of Rafah,ˇsatellite images show.', 'Satellite photos show Egypt building a wall near Gaza Strip as Israeli offensive on Rafah looms', 'Satellite images show Egypt building a wall near Gaza Strip border']"
256,11,256_ultra_orthodox_serve_men,"['ultra', 'orthodox', 'serve', 'men', 'rules', 'service', 'supreme', 'jews', 'military', 'waivers']","[""Ultra-Orthodox Jews protest against Israel's military service ruling"", 'Israeli Supreme Court rules ultra-Orthodox must serve in the military', 'Israel top court rules ultra-Orthodox men must serve in army']"
257,11,257_payments_development_suspends_eu,"['payments', 'development', 'suspends', 'eu', 'european', 'commission', 'union', 'attackjan', '54mln', 'payment']","['Israel: EU suspends all aid payments to Palestinians', 'European Commission suspends development payments for Palestinians', 'EU suspends development aid payments to Palestinians']"
258,11,258_crimes_inquiry_investigation_committed,"['crimes', 'inquiry', 'investigation', 'committed', 'humanity', 'ow', 'shad', 'cid', 'ia', 'syr']","[' Israel committed crimes against humanity in Gaza: UN-backed report', 'Jordan demands investigation of &#x27;war crimes&#x27; in Gaza', ' Both Israel and Hamas committed war crimes in Gaza: UN ']"
259,11,259_jazeera_al_bureau_journalist,"['jazeera', 'al', 'bureau', 'journalist', 'cameraman', 'family', 'samer', 'daqa', 'wael', 'norms']","['Al Jazeera cameraman killed, journalist injured in Gaza missile strike', 'Video: Al Jazeera&#x27;s Gaza bureau chief loses entire family in Israeli airstrike', 'Family of Al Jazeera journalist killed in Gaza strike']"
